Ship Mode-Same Day,Ship Mode-Standard Class,Ship Mode-First Class,Ship Mode-Second Class,Segment-Consumer,Segment-Corporate,Segment-Home Office,Region-Central,Region-East,Region-South,Region-West,Category-Furniture,Category-Office Supplies,Category-Technology,Sales,Quantity,Discount,Profit,Mean,Median,Cost,Cost_Per_Unit,Profit_Per_Unit,Profit_Margin
0,1,0,0,1,0,0,0,0,0,1,0,1,0,22.72,4,0.2,7.384,52583,39918.5,15.336,3.834,1.846,0.325
0,1,0,0,1,0,0,0,0,0,1,0,0,1,558.4,2,0.2,41.88,52583,39918.5,516.52,258.26,20.94,0.075
0,1,0,0,1,0,0,0,0,0,1,0,1,0,487.984,2,0.2,152.495,52583,39918.5,335.489,167.7445,76.2475,0.3125
0,1,0,0,1,0,0,0,0,0,1,0,0,1,5.56,1,0.2,1.7375,52583,39918.5,3.8225,3.8225,1.7375,0.3125
0,1,0,0,1,0,0,0,0,0,1,0,1,0,217.85,5,0,65.355,52583,39918.5,152.495,30.499,13.071,0.3
0,0,0,1,0,1,0,0,0,0,1,0,1,0,69.52,2,0,19.4656,52583,39918.5,50.0544,25.0272,9.7328,0.28
0,0,0,1,0,1,0,0,0,0,1,0,1,0,763.44,8,0,45.8064,52583,39918.5,717.6336,89.7042,5.7258,0.06
0,1,0,0,0,0,1,0,0,0,1,0,1,0,180.96,6,0.2,67.86,52583,39918.5,113.1,18.85,11.31,0.375
0,1,0,0,0,1,0,0,0,0,1,0,1,0,9.24,3,0,4.4352,52583,39918.5,4.8048,1.6016,1.4784,0.48
0,1,0,0,0,0,1,0,0,0,1,0,1,0,43.92,4,0,11.8584,52583,39918.5,32.0616,8.0154,2.9646,0.27
0,1,0,0,0,0,1,0,0,0,1,0,1,0,20.232,3,0.2,6.5754,52583,39918.5,13.6566,4.5522,2.1918,0.325
0,0,0,1,0,0,1,0,0,0,1,0,1,0,11.16,2,0,2.79,52583,39918.5,8.37,4.185,1.395,0.25
0,0,0,1,0,0,1,0,0,0,1,1,0,0,896.328,9,0.2,22.4082,52583,39918.5,873.9198,97.1022,2.4898,0.025
0,0,0,1,0,0,1,0,0,0,1,0,1,0,189,1,0,68.04,52583,39918.5,120.96,120.96,68.04,0.36
0,1,0,0,0,0,1,0,0,0,1,0,1,0,5.78,2,0,2.7166,52583,39918.5,3.0634,1.5317,1.3583,0.47
0,1,0,0,0,0,1,0,0,0,1,0,1,0,107.94,6,0,30.2232,52583,39918.5,77.7168,12.9528,5.0372,0.28
0,1,0,0,0,1,0,0,0,0,1,0,1,0,11.96,2,0,5.8604,52583,39918.5,6.0996,3.0498,2.9302,0.49
0,1,0,0,0,1,0,0,0,0,1,0,1,0,17.76,2,0,4.9728,52583,39918.5,12.7872,6.3936,2.4864,0.28
0,1,0,0,0,1,0,0,0,0,1,0,0,1,302.384,2,0.2,30.2384,52583,39918.5,272.1456,136.0728,15.1192,0.1
0,1,0,0,0,1,0,0,0,0,1,1,0,0,146.352,3,0.2,-5.4882,52583,39918.5,151.8402,50.6134,-1.8294,-0.0375
0,1,0,0,0,1,0,0,0,0,1,0,1,0,7.9,2,0,2.054,52583,39918.5,5.846,2.923,1.027,0.26
0,1,0,0,0,1,0,0,0,0,1,1,0,0,902.712,3,0.2,33.8517,52583,39918.5,868.8603,289.6201,11.2839,0.0375
0,1,0,0,0,1,0,0,0,0,1,0,1,0,53.97,3,0,15.1116,52583,39918.5,38.8584,12.9528,5.0372,0.28
0,0,0,1,0,0,1,0,0,0,1,0,1,0,947.17,7,0,9.4717,52583,39918.5,937.6983,133.9569,1.3531,0.01
0,0,0,1,0,0,1,0,0,0,1,0,1,0,61.96,2,0,27.882,52583,39918.5,34.078,17.039,13.941,0.45
0,0,1,0,1,0,0,0,0,0,1,0,1,0,17.94,3,0,8.073,52583,39918.5,9.867,3.289,2.691,0.45
0,1,0,0,1,0,0,0,0,0,1,0,1,0,70.008,3,0.2,24.5028,52583,39918.5,45.5052,15.1684,8.1676,0.35
0,1,0,0,1,0,0,0,0,0,1,1,0,0,77.6,4,0,38.024,52583,39918.5,39.576,9.894,9.506,0.49
0,1,0,0,1,0,0,0,0,0,1,1,0,0,464.85,9,0,92.97,52583,39918.5,371.88,41.32,10.33,0.2
0,1,0,0,0,0,1,0,0,0,1,0,0,1,79.99,1,0,28.7964,52583,39918.5,51.1936,51.1936,28.7964,0.36
0,1,0,0,0,1,0,0,0,0,1,1,0,0,279.456,6,0.2,20.9592,52583,39918.5,258.4968,43.0828,3.4932,0.075
0,1,0,0,0,1,0,0,0,0,1,0,1,0,8,2,0,3.84,52583,39918.5,4.16,2.08,1.92,0.48
0,1,0,0,0,1,0,0,0,0,1,0,1,0,39,12,0,11.31,52583,39918.5,27.69,2.3075,0.9425,0.29
0,1,0,0,1,0,0,0,0,0,1,1,0,0,556.665,5,0.15,6.549,52583,39918.5,550.116,110.0232,1.3098,0.011764706
0,0,0,1,1,0,0,0,0,0,1,0,1,0,6.56,2,0,1.9024,52583,39918.5,4.6576,2.3288,0.9512,0.29
0,0,0,1,1,0,0,0,0,0,1,1,0,0,243.92,5,0.2,-15.245,52583,39918.5,259.165,51.833,-3.049,-0.0625
0,0,0,1,1,0,0,0,0,0,1,0,1,0,47.52,9,0,22.8096,52583,39918.5,24.7104,2.7456,2.5344,0.48
0,0,0,1,0,0,1,0,0,0,1,0,0,1,575.928,9,0.2,57.5928,52583,39918.5,518.3352,57.5928,6.3992,0.1
0,0,0,1,0,0,1,0,0,0,1,0,1,0,7.78,2,0,2.0228,52583,39918.5,5.7572,2.8786,1.0114,0.26
0,0,0,1,0,0,1,0,0,0,1,0,1,0,123.92,4,0,55.764,52583,39918.5,68.156,17.039,13.941,0.45
0,1,0,0,1,0,0,0,0,0,1,1,0,0,19.76,4,0,8.2992,52583,39918.5,11.4608,2.8652,2.0748,0.42
0,1,0,0,1,0,0,0,0,0,1,0,1,0,87.92,4,0,0.8792,52583,39918.5,87.0408,21.7602,0.2198,0.01
0,1,0,0,1,0,0,0,0,0,1,1,0,0,14.76,2,0,4.2804,52583,39918.5,10.4796,5.2398,2.1402,0.29
0,1,0,0,0,0,1,0,0,0,1,0,1,0,7.712,2,0.2,2.7956,52583,39918.5,4.9164,2.4582,1.3978,0.3625
0,1,0,0,0,0,1,0,0,0,1,0,1,0,4.176,1,0.2,1.305,52583,39918.5,2.871,2.871,1.305,0.3125
0,1,0,0,0,0,1,0,0,0,1,0,1,0,38.88,6,0,18.6624,52583,39918.5,20.2176,3.3696,3.1104,0.48
0,1,0,0,0,1,0,0,0,0,1,0,1,0,12.672,2,0.2,4.752,52583,39918.5,7.92,3.96,2.376,0.375
0,1,0,0,0,1,0,0,0,0,1,0,0,1,91.96,5,0.2,-20.691,52583,39918.5,112.651,22.5302,-4.1382,-0.225
0,1,0,0,0,1,0,0,0,0,1,0,0,1,254.97,3,0,91.7892,52583,39918.5,163.1808,54.3936,30.5964,0.36
0,1,0,0,0,1,0,0,0,0,1,0,0,1,31.984,2,0.2,-7.996,52583,39918.5,39.98,19.99,-3.998,-0.25
0,1,0,0,0,1,0,0,0,0,1,1,0,0,2887.056,9,0.2,180.441,52583,39918.5,2706.615,300.735,20.049,0.0625
0,1,0,0,0,1,0,0,0,0,1,0,1,0,12.96,2,0,6.2208,52583,39918.5,6.7392,3.3696,3.1104,0.48
0,1,0,0,0,1,0,0,0,0,1,0,1,0,47.52,9,0,21.384,52583,39918.5,26.136,2.904,2.376,0.45
0,1,0,0,0,1,0,0,0,0,1,0,1,0,21.34,2,0,9.8164,52583,39918.5,11.5236,5.7618,4.9082,0.46
0,0,0,1,1,0,0,0,0,0,1,0,1,0,99.87,3,0,23.9688,52583,39918.5,75.9012,25.3004,7.9896,0.24
0,0,0,1,1,0,0,0,0,0,1,0,0,1,639.968,4,0.2,215.9892,52583,39918.5,423.9788,105.9947,53.9973,0.3375
0,0,0,1,1,0,0,0,0,0,1,0,1,0,52.76,2,0,24.2696,52583,39918.5,28.4904,14.2452,12.1348,0.46
0,1,0,0,0,1,0,0,0,0,1,0,1,0,29.7,3,0,8.019,52583,39918.5,21.681,7.227,2.673,0.27
0,1,0,0,0,1,0,0,0,0,1,0,0,1,225.576,3,0.2,22.5576,52583,39918.5,203.0184,67.6728,7.5192,0.1
0,1,0,0,1,0,0,0,0,0,1,0,0,1,539.92,5,0.2,47.243,52583,39918.5,492.677,98.5354,9.4486,0.0875
0,1,0,0,1,0,0,0,0,0,1,1,0,0,725.344,4,0.2,54.4008,52583,39918.5,670.9432,167.7358,13.6002,0.075
0,1,0,0,1,0,0,0,0,0,1,0,1,0,7.44,3,0,2.604,52583,39918.5,4.836,1.612,0.868,0.35
0,1,0,0,0,1,0,0,0,0,1,1,0,0,399.672,7,0.2,-14.9877,52583,39918.5,414.6597,59.2371,-2.1411,-0.0375
0,1,0,0,0,1,0,0,0,0,1,0,1,0,37.52,4,0,18.0096,52583,39918.5,19.5104,4.8776,4.5024,0.48
0,0,0,1,0,1,0,0,0,0,1,0,1,0,70.95,3,0,18.447,52583,39918.5,52.503,17.501,6.149,0.26
0,0,0,1,0,1,0,0,0,0,1,0,1,0,65.568,2,0.2,23.7684,52583,39918.5,41.7996,20.8998,11.8842,0.3625
0,0,0,1,0,1,0,0,0,0,1,0,0,1,299.97,3,0,131.9868,52583,39918.5,167.9832,55.9944,43.9956,0.44
0,1,0,0,1,0,0,0,0,0,1,1,0,0,312.03,3,0,43.6842,52583,39918.5,268.3458,89.4486,14.5614,0.14
0,1,0,0,1,0,0,0,0,0,1,0,1,0,17.94,3,0,3.0498,52583,39918.5,14.8902,4.9634,1.0166,0.17
0,1,0,0,1,0,0,0,0,0,1,0,0,1,165.6,3,0.2,10.35,52583,39918.5,155.25,51.75,3.45,0.0625
0,1,0,0,1,0,0,0,0,0,1,0,1,0,37.52,4,0,18.0096,52583,39918.5,19.5104,4.8776,4.5024,0.48
0,1,0,0,0,1,0,0,0,0,1,0,1,0,10.86,2,0,5.3214,52583,39918.5,5.5386,2.7693,2.6607,0.49
0,1,0,0,0,1,0,0,0,0,1,0,1,0,23.04,8,0,6.912,52583,39918.5,16.128,2.016,0.864,0.3
0,1,0,0,0,0,1,1,0,0,0,1,0,0,213.115,5,0.3,-15.2225,106976.9,98564,228.3375,45.6675,-3.0445,-0.071428571
0,1,0,0,0,0,1,1,0,0,0,0,1,0,64.624,7,0.2,22.6184,106976.9,98564,42.0056,6.0008,3.2312,0.35
0,1,0,0,0,0,1,1,0,0,0,0,0,1,95.976,3,0.2,-10.7973,106976.9,98564,106.7733,35.5911,-3.5991,-0.1125
0,1,0,0,0,0,1,1,0,0,0,0,1,0,1.788,3,0.8,-3.0396,106976.9,98564,4.8276,1.6092,-1.0132,-1.7
0,0,0,1,1,0,0,1,0,0,0,0,1,0,25.92,5,0.2,9.396,106976.9,98564,16.524,3.3048,1.8792,0.3625
0,0,0,1,1,0,0,1,0,0,0,1,0,0,419.68,5,0.6,-356.728,106976.9,98564,776.408,155.2816,-71.3456,-0.85
0,0,0,1,1,0,0,1,0,0,0,1,0,0,11.688,3,0.6,-4.6752,106976.9,98564,16.3632,5.4544,-1.5584,-0.4
0,0,0,1,1,0,0,1,0,0,0,0,0,1,31.984,2,0.2,11.1944,106976.9,98564,20.7896,10.3948,5.5972,0.35
0,0,0,1,1,0,0,1,0,0,0,1,0,0,177.225,5,0.5,-120.513,106976.9,98564,297.738,59.5476,-24.1026,-0.68
0,0,0,1,1,0,0,1,0,0,0,1,0,0,4.044,3,0.6,-2.8308,106976.9,98564,6.8748,2.2916,-0.9436,-0.7
0,0,0,1,1,0,0,1,0,0,0,0,1,0,7.408,2,0.2,1.2038,106976.9,98564,6.2042,3.1021,0.6019,0.1625
0,1,0,0,1,0,0,1,0,0,0,0,0,1,328.224,4,0.2,28.7196,106976.9,98564,299.5044,74.8761,7.1799,0.0875
0,0,0,1,1,0,0,1,0,0,0,0,1,0,4.788,3,0.8,-7.9002,106976.9,98564,12.6882,4.2294,-2.6334,-1.65
0,0,1,0,1,0,0,1,0,0,0,0,0,1,2735.952,6,0.2,341.994,106976.9,98564,2393.958,398.993,56.999,0.125
0,1,0,0,1,0,0,1,0,0,0,0,1,0,69.712,2,0.2,8.714,106976.9,98564,60.998,30.499,4.357,0.125
0,1,0,0,1,0,0,1,0,0,0,1,0,0,8.792,1,0.6,-5.7148,106976.9,98564,14.5068,14.5068,-5.7148,-0.65
0,1,0,0,1,0,0,1,0,0,0,0,1,0,8.69,5,0.8,-14.773,106976.9,98564,23.463,4.6926,-2.9546,-1.7
0,0,1,0,0,1,0,1,0,0,0,0,1,0,8.84,5,0.2,2.9835,106976.9,98564,5.8565,1.1713,0.5967,0.3375
0,0,1,0,0,1,0,1,0,0,0,0,1,0,58.464,9,0.8,-146.16,106976.9,98564,204.624,22.736,-16.24,-2.5
0,1,0,0,0,0,1,1,0,0,0,0,1,0,16.52,5,0.2,2.065,106976.9,98564,14.455,2.891,0.413,0.125
0,0,0,1,1,0,0,1,0,0,0,1,0,0,765.625,7,0.5,-566.5625,106976.9,98564,1332.1875,190.3125,-80.9375,-0.74
0,1,0,0,0,1,0,1,0,0,0,1,0,0,16.156,7,0.6,-12.117,106976.9,98564,28.273,4.039,-1.731,-0.75
0,1,0,0,0,1,0,1,0,0,0,0,1,0,54.816,3,0.2,17.8152,106976.9,98564,37.0008,12.3336,5.9384,0.325
0,1,0,0,1,0,0,1,0,0,0,0,1,0,5.104,4,0.8,-8.6768,106976.9,98564,13.7808,3.4452,-2.1692,-1.7
0,1,0,0,1,0,0,1,0,0,0,0,1,0,2.896,2,0.2,0.4706,106976.9,98564,2.4254,1.2127,0.2353,0.1625
0,1,0,0,1,0,0,1,0,0,0,0,0,1,35.016,3,0.2,-2.1885,106976.9,98564,37.2045,12.4015,-0.7295,-0.0625
0,1,0,0,1,0,0,1,0,0,0,0,1,0,8.808,3,0.8,-14.9736,106976.9,98564,23.7816,7.9272,-4.9912,-1.7
0,1,0,0,1,0,0,1,0,0,0,0,1,0,228.92,5,0.2,14.3075,106976.9,98564,214.6125,42.9225,2.8615,0.0625
0,1,0,0,0,0,1,1,0,0,0,1,0,0,44.4,2,0.6,-52.17,106976.9,98564,96.57,48.285,-26.085,-1.175
0,1,0,0,1,0,0,1,0,0,0,0,1,0,23.12,5,0.2,8.381,106976.9,98564,14.739,2.9478,1.6762,0.3625
0,1,0,0,0,0,1,1,0,0,0,0,1,0,12.672,3,0.2,-3.168,106976.9,98564,15.84,5.28,-1.056,-0.25
0,0,0,1,0,0,1,1,0,0,0,0,1,0,7.056,3,0.2,2.205,106976.9,98564,4.851,1.617,0.735,0.3125
0,0,0,1,0,0,1,1,0,0,0,0,0,1,27.184,2,0.2,2.0388,106976.9,98564,25.1452,12.5726,1.0194,0.075
0,1,0,0,0,0,1,1,0,0,0,0,1,0,73.008,9,0.2,26.4654,106976.9,98564,46.5426,5.1714,2.9406,0.3625
0,1,0,0,1,0,0,1,0,0,0,0,1,0,3.208,2,0.8,-5.2932,106976.9,98564,8.5012,4.2506,-2.6466,-1.65
0,1,0,0,1,0,0,1,0,0,0,0,0,1,26.176,2,0.2,-3.272,106976.9,98564,29.448,14.724,-1.636,-0.125
0,0,1,0,1,0,0,1,0,0,0,0,1,0,15.08,2,0.8,-22.62,106976.9,98564,37.7,18.85,-11.31,-1.5
0,0,1,0,1,0,0,1,0,0,0,1,0,0,24.288,3,0.6,-12.7512,106976.9,98564,37.0392,12.3464,-4.2504,-0.525
0,0,0,1,1,0,0,1,0,0,0,0,0,1,359.976,3,0.2,35.9976,106976.9,98564,323.9784,107.9928,11.9992,0.1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,646.2,5,0.2,-8.0775,106976.9,98564,654.2775,130.8555,-1.6155,-0.0125
0,1,0,0,1,0,0,1,0,0,0,0,0,1,68.112,3,0.2,17.8794,106976.9,98564,50.2326,16.7442,5.9598,0.2625
0,1,0,0,0,1,0,1,0,0,0,0,1,0,15.696,3,0.2,5.1012,106976.9,98564,10.5948,3.5316,1.7004,0.325
0,0,0,1,1,0,0,1,0,0,0,0,1,0,40.92,5,0.2,3.069,106976.9,98564,37.851,7.5702,0.6138,0.075
0,0,0,1,1,0,0,1,0,0,0,1,0,0,383.607,9,0.3,-5.4801,106976.9,98564,389.0871,43.2319,-0.6089,-0.014285714
0,0,0,1,1,0,0,1,0,0,0,0,0,1,148.48,2,0.2,16.704,106976.9,98564,131.776,65.888,8.352,0.1125
0,0,0,1,1,0,0,1,0,0,0,0,0,1,537.544,7,0.2,53.7544,106976.9,98564,483.7896,69.1128,7.6792,0.1
0,0,0,1,1,0,0,1,0,0,0,0,1,0,1.928,2,0.8,-2.9884,106976.9,98564,4.9164,2.4582,-1.4942,-1.55
0,0,0,1,1,0,0,1,0,0,0,0,1,0,6.912,3,0.2,0.6912,106976.9,98564,6.2208,2.0736,0.2304,0.1
0,0,0,1,1,0,0,1,0,0,0,1,0,0,7.76,1,0.6,-2.134,106976.9,98564,9.894,9.894,-2.134,-0.275
0,0,0,1,1,0,0,1,0,0,0,0,0,1,659.168,4,0.2,49.4376,106976.9,98564,609.7304,152.4326,12.3594,0.075
0,1,0,0,1,0,0,1,0,0,0,1,0,0,6.464,1,0.6,-4.04,106976.9,98564,10.504,10.504,-4.04,-0.625
0,1,0,0,1,0,0,1,0,0,0,0,1,0,11.52,5,0.2,4.176,106976.9,98564,7.344,1.4688,0.8352,0.3625
0,1,0,0,1,0,0,1,0,0,0,0,0,1,222.384,2,0.2,16.6788,106976.9,98564,205.7052,102.8526,8.3394,0.075
0,0,0,1,0,1,0,1,0,0,0,0,1,0,20.568,3,0.2,1.5426,106976.9,98564,19.0254,6.3418,0.5142,0.075
0,0,0,1,0,1,0,1,0,0,0,0,1,0,4.356,2,0.8,-11.7612,106976.9,98564,16.1172,8.0586,-5.8806,-2.7
0,0,0,1,0,1,0,1,0,0,0,0,0,1,19.04,4,0.2,-1.428,106976.9,98564,20.468,5.117,-0.357,-0.075
0,1,0,0,1,0,0,1,0,0,0,0,1,0,8.134,7,0.8,-13.8278,106976.9,98564,21.9618,3.1374,-1.9754,-1.7
0,1,0,0,1,0,0,1,0,0,0,0,0,1,79.984,2,0.2,13.9972,106976.9,98564,65.9868,32.9934,6.9986,0.175
0,1,0,0,1,0,0,1,0,0,0,0,1,0,14.016,4,0.8,-31.536,106976.9,98564,45.552,11.388,-7.884,-2.25
0,1,0,0,1,0,0,1,0,0,0,1,0,0,214.95,5,0.5,-120.372,106976.9,98564,335.322,67.0644,-24.0744,-0.56
0,1,0,0,1,0,0,1,0,0,0,0,0,1,35.04,4,0.2,-7.008,106976.9,98564,42.048,10.512,-1.752,-0.2
0,1,0,0,1,0,0,1,0,0,0,1,0,0,10.776,3,0.6,-4.8492,106976.9,98564,15.6252,5.2084,-1.6164,-0.45
0,1,0,0,1,0,0,1,0,0,0,0,1,0,4.6,2,0.8,-8.05,106976.9,98564,12.65,6.325,-4.025,-1.75
0,1,0,0,1,0,0,1,0,0,0,0,1,0,35.168,2,0.2,-8.3524,106976.9,98564,43.5204,21.7602,-4.1762,-0.2375
1,0,0,0,1,0,0,1,0,0,0,1,0,0,17.496,9,0.6,-7.4358,106976.9,98564,24.9318,2.7702,-0.8262,-0.425
1,0,0,0,0,0,1,1,0,0,0,0,1,0,19.456,4,0.2,2.1888,106976.9,98564,17.2672,4.3168,0.5472,0.1125
1,0,0,0,0,0,1,1,0,0,0,0,0,1,209.986,2,0.3,8.9994,106976.9,98564,200.9866,100.4933,4.4997,0.042857143
1,0,0,0,0,0,1,1,0,0,0,0,1,0,29.76,5,0.2,1.86,106976.9,98564,27.9,5.58,0.372,0.0625
1,0,0,0,0,0,1,1,0,0,0,1,0,0,89.768,1,0.3,-2.5648,106976.9,98564,92.3328,92.3328,-2.5648,-0.028571429
1,0,0,0,0,0,1,1,0,0,0,0,0,1,959.984,2,0.2,335.9944,106976.9,98564,623.9896,311.9948,167.9972,0.35
1,0,0,0,0,0,1,1,0,0,0,0,1,0,15.552,3,0.2,5.6376,106976.9,98564,9.9144,3.3048,1.8792,0.3625
1,0,0,0,0,0,1,1,0,0,0,0,0,1,34.36,1,0.2,-7.3015,106976.9,98564,41.6615,41.6615,-7.3015,-0.2125
0,1,0,0,1,0,0,1,0,0,0,1,0,0,38.976,3,0.6,-50.6688,106976.9,98564,89.6448,29.8816,-16.8896,-1.3
0,0,0,1,1,0,0,1,0,0,0,1,0,0,421.372,2,0.3,-6.0196,106976.9,98564,427.3916,213.6958,-3.0098,-0.014285714
0,1,0,0,1,0,0,1,0,0,0,0,1,0,38.432,1,0.2,13.4512,106976.9,98564,24.9808,24.9808,13.4512,0.35
0,1,0,0,1,0,0,1,0,0,0,0,1,0,21.568,2,0.2,1.6176,106976.9,98564,19.9504,9.9752,0.8088,0.075
0,1,0,0,1,0,0,1,0,0,0,0,0,1,81.576,3,0.2,2.0394,106976.9,98564,79.5366,26.5122,0.6798,0.025
0,1,0,0,1,0,0,1,0,0,0,0,1,0,61.568,2,0.2,4.6176,106976.9,98564,56.9504,28.4752,2.3088,0.075
0,1,0,0,0,1,0,1,0,0,0,0,1,0,23.52,5,0.2,8.526,106976.9,98564,14.994,2.9988,1.7052,0.3625
0,1,0,0,0,1,0,1,0,0,0,0,0,1,180.96,5,0.2,13.572,106976.9,98564,167.388,33.4776,2.7144,0.075
0,1,0,0,0,1,0,1,0,0,0,0,1,0,21.488,2,0.2,1.6116,106976.9,98564,19.8764,9.9382,0.8058,0.075
0,1,0,0,0,1,0,1,0,0,0,0,0,1,239.976,3,0.2,26.9973,106976.9,98564,212.9787,70.9929,8.9991,0.1125
0,1,0,0,0,1,0,1,0,0,0,1,0,0,34.504,2,0.6,-15.5268,106976.9,98564,50.0308,25.0154,-7.7634,-0.45
0,1,0,0,1,0,0,1,0,0,0,0,1,0,8.016,3,0.2,1.002,106976.9,98564,7.014,2.338,0.334,0.125
0,0,0,1,0,1,0,1,0,0,0,0,1,0,11.952,3,0.2,3.8844,106976.9,98564,8.0676,2.6892,1.2948,0.325
0,1,0,0,1,0,0,1,0,0,0,0,1,0,53.088,7,0.8,-108.8304,106976.9,98564,161.9184,23.1312,-15.5472,-2.05
0,0,0,1,1,0,0,1,0,0,0,0,1,0,35.856,9,0.2,12.9978,106976.9,98564,22.8582,2.5398,1.4442,0.3625
0,0,0,1,1,0,0,1,0,0,0,0,0,1,23.84,4,0.2,3.278,106976.9,98564,20.562,5.1405,0.8195,0.1375
0,0,0,1,0,0,1,1,0,0,0,0,1,0,5.184,1,0.2,1.8144,106976.9,98564,3.3696,3.3696,1.8144,0.35
0,0,0,1,0,0,1,1,0,0,0,0,1,0,65.584,2,0.2,23.7742,106976.9,98564,41.8098,20.9049,11.8871,0.3625
0,0,0,1,0,0,1,1,0,0,0,1,0,0,22.2,1,0.6,-26.085,106976.9,98564,48.285,48.285,-26.085,-1.175
0,0,0,1,0,0,1,1,0,0,0,0,1,0,419.4,5,0.2,146.79,106976.9,98564,272.61,54.522,29.358,0.35
0,1,0,0,1,0,0,1,0,0,0,1,0,0,198.744,4,0.3,0,106976.9,98564,198.744,49.686,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,1,25.488,2,0.2,4.779,106976.9,98564,20.709,10.3545,2.3895,0.1875
0,1,0,0,0,1,0,1,0,0,0,0,0,1,508.768,4,0.2,38.1576,106976.9,98564,470.6104,117.6526,9.5394,0.075
0,1,0,0,0,1,0,1,0,0,0,0,1,0,9.912,3,0.2,3.2214,106976.9,98564,6.6906,2.2302,1.0738,0.325
0,1,0,0,1,0,0,1,0,0,0,1,0,0,64.96,5,0.6,-43.848,106976.9,98564,108.808,21.7616,-8.7696,-0.675
0,1,0,0,1,0,0,1,0,0,0,0,1,0,10.43,5,0.8,-18.2525,106976.9,98564,28.6825,5.7365,-3.6505,-1.75
0,1,0,0,1,0,0,1,0,0,0,0,1,0,72.784,1,0.2,-18.196,106976.9,98564,90.98,90.98,-18.196,-0.25
0,1,0,0,1,0,0,1,0,0,0,0,0,1,2.376,3,0.2,0.7425,106976.9,98564,1.6335,0.5445,0.2475,0.3125
0,1,0,0,1,0,0,1,0,0,0,0,1,0,143.128,2,0.8,-393.602,106976.9,98564,536.73,268.365,-196.801,-2.75
0,1,0,0,1,0,0,1,0,0,0,0,1,0,7.072,2,0.2,2.3868,106976.9,98564,4.6852,2.3426,1.1934,0.3375
0,0,0,1,1,0,0,1,0,0,0,1,0,0,8.856,3,0.6,-6.8634,106976.9,98564,15.7194,5.2398,-2.2878,-0.775
0,1,0,0,0,0,1,1,0,0,0,0,1,0,17.472,3,0.2,5.6784,106976.9,98564,11.7936,3.9312,1.8928,0.325
0,1,0,0,0,0,1,1,0,0,0,0,1,0,104.58,9,0.8,-172.557,106976.9,98564,277.137,30.793,-19.173,-1.65
0,1,0,0,1,0,0,1,0,0,0,0,1,0,5.344,2,0.2,0.668,106976.9,98564,4.676,2.338,0.334,0.125
0,1,0,0,1,0,0,1,0,0,0,0,1,0,27.72,3,0.2,3.465,106976.9,98564,24.255,8.085,1.155,0.125
0,1,0,0,0,1,0,1,0,0,0,0,1,0,3.798,3,0.8,-5.8869,106976.9,98564,9.6849,3.2283,-1.9623,-1.55
0,1,0,0,0,1,0,0,0,0,1,0,1,0,1113.024,8,0.2,111.3024,95217.25,89424.5,1001.7216,125.2152,13.9128,0.1
0,1,0,0,0,1,0,0,0,0,1,0,0,1,167.968,4,0.2,62.988,95217.25,89424.5,104.98,26.245,15.747,0.375
0,1,0,0,0,1,0,0,0,0,1,1,0,0,883.84,4,0.2,99.432,95217.25,89424.5,784.408,196.102,24.858,0.1125
0,1,0,0,1,0,0,0,0,0,1,0,1,0,9.568,2,0.2,2.99,95217.25,89424.5,6.578,3.289,1.495,0.3125
0,1,0,0,1,0,0,0,0,0,1,0,1,0,82.368,2,0.2,-19.5624,95217.25,89424.5,101.9304,50.9652,-9.7812,-0.2375
0,1,0,0,1,0,0,0,0,0,1,1,0,0,364.704,6,0.2,-36.4704,95217.25,89424.5,401.1744,66.8624,-6.0784,-0.1
0,1,0,0,1,0,0,0,0,0,1,1,0,0,40.256,4,0.2,11.0704,95217.25,89424.5,29.1856,7.2964,2.7676,0.275
0,1,0,0,0,0,1,0,0,0,1,0,0,1,333.576,3,0.2,25.0182,95217.25,89424.5,308.5578,102.8526,8.3394,0.075
0,1,0,0,0,0,1,0,0,0,1,0,0,1,31.992,1,0.2,4.7988,95217.25,89424.5,27.1932,27.1932,4.7988,0.15
0,1,0,0,0,0,1,0,0,0,1,0,1,0,51.168,2,0.2,-6.396,95217.25,89424.5,57.564,28.782,-3.198,-0.125
0,1,0,0,0,0,1,0,0,0,1,0,1,0,10.64,5,0.2,3.857,95217.25,89424.5,6.783,1.3566,0.7714,0.3625
0,1,0,0,0,0,1,0,0,0,1,1,0,0,68.704,2,0.2,16.3172,95217.25,89424.5,52.3868,26.1934,8.1586,0.2375
0,1,0,0,0,0,1,0,0,0,1,1,0,0,386.91,9,0.5,-185.7168,95217.25,89424.5,572.6268,63.6252,-20.6352,-0.48
0,1,0,0,0,1,0,0,0,0,1,0,1,0,5.904,2,0.2,1.9926,95217.25,89424.5,3.9114,1.9557,0.9963,0.3375
0,1,0,0,0,1,0,0,0,0,1,1,0,0,621.76,4,0.2,46.632,95217.25,89424.5,575.128,143.782,11.658,0.075
0,0,1,0,1,0,0,0,0,1,0,0,1,0,75.88,2,0,35.6636,101356,138579,40.2164,20.1082,17.8318,0.47
0,1,0,0,0,1,0,0,0,1,0,0,1,0,2.89,1,0,1.3583,101356,138579,1.5317,1.5317,1.3583,0.47
